"Mod name","Registry name","Item ID","Display name","Exists"
"Advanced Rocketry","advancedrocketry:planetholoselector","advancedrocketry:planetholoselector","Holographic Planet Selector","true"
"Advanced Rocketry","advancedrocketry:planetselector","advancedrocketry:planetselector","Planet Selector","true"
"Advanced Rocketry","advancedrocketry:planks","advancedrocketry:planks","Alien Planks","true"
"Advanced Rocketry","advancedrocketry:platepress","advancedrocketry:platepress","Small Plate Presser","true"
"Advanced Rocketry","advancedrocketry:precisionassemblingmachine","advancedrocketry:precisionassemblingmachine","Precision Assembler","true"
"Advanced Rocketry","advancedrocketry:precisionlaseretcher","advancedrocketry:precisionlaseretcher","Precision Laser Etcher","true"
"Advanced Rocketry","advancedrocketry:qcrucible","advancedrocketry:qcrucible","Quartz Crucible","true"
"Advanced Rocketry","advancedrocketry:railgun","advancedrocketry:railgun","Railgun","true"
"Advanced Rocketry","advancedrocketry:rloader","advancedrocketry:rloader","Rocket Loader","true"
"Advanced Rocketry","advancedrocketry:rocketassembler","advancedrocketry:rocketassembler","Rocket Assembling Machine","true"
"Advanced Rocketry","advancedrocketry:rocketfuelblock","","Rocket Fuel","true"
"Advanced Rocketry","advancedrocketry:rocketmotor","advancedrocketry:rocketmotor","Rocket Motor","true"
"Advanced Rocketry","advancedrocketry:rollingmachine","advancedrocketry:rollingmachine","Rolling Machine","true"
"Advanced Rocketry","advancedrocketry:runloader","advancedrocketry:runloader","Rocket Unloader","true"
"Advanced Rocketry","advancedrocketry:satbay","advancedrocketry:satbay","Satellite Bay","true"
"Advanced Rocketry","advancedrocketry:satellitebuilder","advancedrocketry:satellitebuilder","Satellite Builder","true"
"Advanced Rocketry","advancedrocketry:satellitecontrolcenter","advancedrocketry:satellitecontrolcenter","Satellite Control Center","true"
"Advanced Rocketry","advancedrocketry:sawbladeassbly","advancedrocketry:sawbladeassbly","Saw Blade Assembly","true"
"Advanced Rocketry","advancedrocketry:seat","advancedrocketry:seat","Seat","true"
"Advanced Rocketry","advancedrocketry:solararray","","Solar Array","true"
"Advanced Rocketry","advancedrocketry:solararraypanel","","Solar Array Panel","true"
"Advanced Rocketry","advancedrocketry:solargenerator","advancedrocketry:solargenerator","Solar Generator","true"
"Advanced Rocketry","advancedrocketry:solarpanel","advancedrocketry:solarpanel","Solar Panel","true"
"Advanced Rocketry","advancedrocketry:spaceelevatorcontroller","advancedrocketry:spaceelevatorcontroller","Space Elevator","true"
"Advanced Rocketry","advancedrocketry:spacelaser","advancedrocketry:spacelaser","Orbital Laser Drill","true"
"Advanced Rocketry","advancedrocketry:stationbuilder","advancedrocketry:stationbuilder","Space Station Assembler","true"
"Advanced Rocketry","advancedrocketry:stationmarker","advancedrocketry:stationmarker","Station Docking Port","true"
"Advanced Rocketry","advancedrocketry:stationmonitor","advancedrocketry:stationmonitor","Warp Controller","true"
"Advanced Rocketry","advancedrocketry:structuretower","advancedrocketry:structuretower","Structure Tower","true"
"Advanced Rocketry","advancedrocketry:suitworkstation","advancedrocketry:suitworkstation","Suit Workstation","true"
"Advanced Rocketry","advancedrocketry:terraformer","advancedrocketry:terraformer","Terraformer","true"
"Advanced Rocketry","advancedrocketry:thermitetorch","advancedrocketry:thermitetorch","Thermite Torch","true"
"Advanced Rocketry","advancedrocketry:thermitetorch_wall","advancedrocketry:thermitetorch","Thermite Torch","true"
"Advanced Rocketry","advancedrocketry:unlittorch","advancedrocketry:unlittorch","Extinguished Torch","true"
"Advanced Rocketry","advancedrocketry:unlittorch_wall","advancedrocketry:unlittorch","Extinguished Torch","true"
"Advanced Rocketry","advancedrocketry:vacuumlaser","advancedrocketry:vacuumlaser","Vacuum-Chamber High Power Laser Emitter","true"
"Advanced Rocketry","advancedrocketry:vitrifiedsand","advancedrocketry:vitrifiedsand","Vitrified Sand","true"
"Advanced Rocketry","advancedrocketry:warpcore","advancedrocketry:warpcore","Warp Core","true"
"Advanced Rocketry","advancedrocketry:wirelesstransciever","advancedrocketry:wirelesstransciever","Wireless Transceiver","true"
"Apotheosis","apotheosis:beeshelf","apotheosis:beeshelf","Beeshelf","true"
"Apotheosis","apotheosis:blazing_hellshelf","apotheosis:blazing_hellshelf","Blazing Hellshelf","true"
"Apotheosis","apotheosis:boss_spawner","","block.apotheosis.boss_spawner","true"
"Apotheosis","apotheosis:crystal_seashelf","apotheosis:crystal_seashelf","Crystalline Seashelf","true"
"Apotheosis","apotheosis:draconic_endshelf","apotheosis:draconic_endshelf","Draconic Endshelf","true"
"Apotheosis","apotheosis:endshelf","apotheosis:endshelf","Endshelf","true"
"Apotheosis","apotheosis:glowing_hellshelf","apotheosis:glowing_hellshelf","Glowing Hellshelf","true"
"Apotheosis","apotheosis:heart_seashelf","apotheosis:heart_seashelf","Heart-Forged Seashelf","true"
"Apotheosis","apotheosis:hellshelf","apotheosis:hellshelf","Hellshelf","true"
"Apotheosis","apotheosis:melonshelf","apotheosis:melonshelf","Melonshelf","true"
"Apotheosis","apotheosis:pearl_endshelf","apotheosis:pearl_endshelf","Pearlescent Endshelf","true"
"Apotheosis","apotheosis:prismatic_altar","apotheosis:prismatic_altar","Altar of the Sea","true"
"Apotheosis","apotheosis:seashelf","apotheosis:seashelf","Seashelf","true"
"Aquaculture 2","aquaculture:farmland","aquaculture:farmland","Farmland","true"
"Aquaculture 2","aquaculture:neptunes_bounty","aquaculture:neptunes_bounty","Neptune's Bounty","true"
"Aquaculture 2","aquaculture:neptunium_block","aquaculture:neptunium_block","Neptunium Block","true"
"Aquaculture 2","aquaculture:tackle_box","aquaculture:tackle_box","Tackle Box","true"
"Aquaculture 2","aquaculture:worm_farm","aquaculture:worm_farm","Worm Farm","true"
"BlockCarpentry","blockcarpentry:frame_bed","blockcarpentry:frame_bed","Frame Bed","true"
"BlockCarpentry","blockcarpentry:frame_button","blockcarpentry:frame_button","Wooden Frame Button","true"
"BlockCarpentry","blockcarpentry:frame_chest","blockcarpentry:frame_chest","Frame Chest","true"
"BlockCarpentry","blockcarpentry:frame_door","blockcarpentry:frame_door","Frame Door","true"
"BlockCarpentry","blockcarpentry:frame_edged_slope","blockcarpentry:frame_edged_slope","Edged Frame Slope (WIP)","true"
"BlockCarpentry","blockcarpentry:frame_fence","blockcarpentry:frame_fence","Frame Fence","true"
"BlockCarpentry","blockcarpentry:frame_fence_gate","blockcarpentry:frame_fence_gate","Frame Fence Gate","true"
"BlockCarpentry","blockcarpentry:frame_ladder","blockcarpentry:frame_ladder","Frame Ladder","true"
"BlockCarpentry","blockcarpentry:frame_pressure_plate","blockcarpentry:frame_pressure_plate","Wooden Frame Pressure Plate","true"
"BlockCarpentry","blockcarpentry:frame_slab","blockcarpentry:frame_slab","Frame Slab","true"
"BlockCarpentry","blockcarpentry:frame_slope","blockcarpentry:frame_slope","Frame Slope (WIP)","true"
"BlockCarpentry","blockcarpentry:frame_stairs","blockcarpentry:frame_stairs","Frame Stairs","true"
"BlockCarpentry","blockcarpentry:frame_trapdoor","blockcarpentry:frame_trapdoor","Frame Trapdoor","true"
"BlockCarpentry","blockcarpentry:frame_wall","blockcarpentry:frame_wall","Frame Wall","true"
"BlockCarpentry","blockcarpentry:frameblock","blockcarpentry:frameblock","Frame","true"
"BlockCarpentry","blockcarpentry:illusion_bed","blockcarpentry:illusion_bed","Illusion Bed","true"
"BlockCarpentry","blockcarpentry:illusion_block","blockcarpentry:illusion_block","Illusion Block","true"
"BlockCarpentry","blockcarpentry:illusion_button","blockcarpentry:illusion_button","Illusion Button","true"
"BlockCarpentry","blockcarpentry:illusion_chest","blockcarpentry:illusion_chest","Illusion Chest","true"
"BlockCarpentry","blockcarpentry:illusion_door","blockcarpentry:illusion_door","Illusion Door","true"
"BlockCarpentry","blockcarpentry:illusion_fence","blockcarpentry:illusion_fence","Illusion Fence","true"
"BlockCarpentry","blockcarpentry:illusion_fence_gate","blockcarpentry:illusion_fence_gate","Illusion Fence Gate","true"
"BlockCarpentry","blockcarpentry:illusion_ladder","blockcarpentry:illusion_ladder","Illusion Ladder","true"
"BlockCarpentry","blockcarpentry:illusion_pressure_plate","blockcarpentry:illusion_pressure_plate","Illusion Pressure Plate","true"
"BlockCarpentry","blockcarpentry:illusion_slab","blockcarpentry:illusion_slab","Illusion Slab","true"
"BlockCarpentry","blockcarpentry:illusion_stairs","blockcarpentry:illusion_stairs","Illusion Stairs","true"
"BlockCarpentry","blockcarpentry:illusion_trapdoor","blockcarpentry:illusion_trapdoor","Illusion Trapdoor","true"
"BlockCarpentry","blockcarpentry:illusion_wall","blockcarpentry:illusion_wall","Illusion Wall","true"
"Blood Magic","bloodmagic:accelerationrune","bloodmagic:accelerationrune","Acceleration Rune","true"
"Blood Magic","bloodmagic:airritualstone","bloodmagic:airritualstone","Air Ritual Stone","true"
"Blood Magic","bloodmagic:alchemicalreactionchamber","bloodmagic:alchemicalreactionchamber","Alchemical Reaction Chamber","true"
"Blood Magic","bloodmagic:alchemyarray","","block.bloodmagic.alchemyarray","true"
"Blood Magic","bloodmagic:alchemytable","bloodmagic:alchemytable","Alchemy Table","true"
"Blood Magic","bloodmagic:altar","bloodmagic:altar","Blood Altar","true"
"Blood Magic","bloodmagic:altarcapacityrune","bloodmagic:altarcapacityrune","Rune of Capacity","true"
"Blood Magic","bloodmagic:bettercapacityrune","bloodmagic:bettercapacityrune","Rune of Augmented Capacity","true"
"Blood Magic","bloodmagic:blankrune","bloodmagic:blankrune","Blank Rune","true"
"Blood Magic","bloodmagic:bloodlight","","block.bloodmagic.bloodlight","true"
"Blood Magic","bloodmagic:bloodstonebrick","bloodmagic:bloodstonebrick","Bloodstone Brick","true"
"Blood Magic","bloodmagic:chargingrune","bloodmagic:chargingrune","Charging Rune","true"
"Blood Magic","bloodmagic:corrosivedemoncrystal","bloodmagic:corrosivedemoncrystal","Corrosive Crystal Cluster","true"
"Blood Magic","bloodmagic:creeping_doubt","bloodmagic:growing_doubt","block.bloodmagic.creeping_doubt","true"
"Blood Magic","bloodmagic:deforester_charge","bloodmagic:deforester_charge","Deforester Charge","true"
"Blood Magic","bloodmagic:demoncrucible","bloodmagic:demoncrucible","Demon Crucible","true"
"Blood Magic","bloodmagic:demoncrystallizer","bloodmagic:demoncrystallizer","Demon Crystallizer","true"
"Blood Magic","bloodmagic:destructivedemoncrystal","bloodmagic:destructivedemoncrystal","Destructive Crystal Cluster","true"
"Blood Magic","bloodmagic:dislocationrune","bloodmagic:dislocationrune","Displacement Rune","true"
"Blood Magic","bloodmagic:doubt_block","","block.bloodmagic.doubt_block","true"
"Blood Magic","bloodmagic:dungeon_brick1","bloodmagic:dungeon_brick1","Demon Bricks","true"
"Blood Magic","bloodmagic:dungeon_brick2","bloodmagic:dungeon_brick2","Offset Demon Bricks","true"
"Blood Magic","bloodmagic:dungeon_brick3","bloodmagic:dungeon_brick3","Long Demon Bricks","true"
"Blood Magic","bloodmagic:dungeon_brick_assorted","bloodmagic:dungeon_brick_assorted","Assorted Demon Bricks","true"
"Blood Magic","bloodmagic:dungeon_brick_gate","bloodmagic:dungeon_brick_gate","Demon Brick Gate","true"
"Blood Magic","bloodmagic:dungeon_brick_stairs","bloodmagic:dungeon_brick_stairs","Demon Brick Stairs","true"
"Blood Magic","bloodmagic:dungeon_brick_wall","bloodmagic:dungeon_brick_wall","Demon Brick Wall","true"
"Blood Magic","bloodmagic:dungeon_eye","bloodmagic:dungeon_eye","Demon Eye","true"
"Blood Magic","bloodmagic:dungeon_metal","bloodmagic:dungeon_metal","block.bloodmagic.dungeon_metal","true"
"Blood Magic","bloodmagic:dungeon_ore","bloodmagic:dungeon_ore","Demonite","true"
"Blood Magic","bloodmagic:dungeon_pillar_cap","bloodmagic:dungeon_pillar_cap","Demon Stone Pillar Cap","true"
"Blood Magic","bloodmagic:dungeon_pillar_center","bloodmagic:dungeon_pillar_center","Demon Stone Pillar","true"
"Blood Magic","bloodmagic:dungeon_pillar_special","bloodmagic:dungeon_pillar_special","Accented Demon Stone Pillar","true"
"Blood Magic","bloodmagic:dungeon_polished","bloodmagic:dungeon_polished","Polished Demon Stone","true"
"Blood Magic","bloodmagic:dungeon_polished_gate","bloodmagic:dungeon_polished_gate","Demon Stone Gate","true"
"Blood Magic","bloodmagic:dungeon_polished_stairs","bloodmagic:dungeon_polished_stairs","Demon Stone Stairs","true"
"Blood Magic","bloodmagic:dungeon_polished_wall","bloodmagic:dungeon_polished_wall","Demon Stone Wall","true"
"Blood Magic","bloodmagic:dungeon_smallbrick","bloodmagic:dungeon_smallbrick","Small Demon Bricks","true"
"Blood Magic","bloodmagic:dungeon_stone","bloodmagic:dungeon_stone","Demon Stone","true"
"Blood Magic","bloodmagic:dungeon_tile","bloodmagic:dungeon_tile","Demon Stone Tiles","true"
"Blood Magic","bloodmagic:dungeon_tilespecial","bloodmagic:dungeon_tilespecial","Accented Demon Stone Tiles","true"
"Blood Magic","bloodmagic:duskritualstone","bloodmagic:duskritualstone","Dusk Ritual Stone","true"
"Blood Magic","bloodmagic:earthritualstone","bloodmagic:earthritualstone","Earth Ritual Stone","true"
"Blood Magic","bloodmagic:ethereal_mimic","bloodmagic:ethereal_mimic","block.bloodmagic.ethereal_mimic","true"
"Blood Magic","bloodmagic:fireritualstone","bloodmagic:fireritualstone","Fire Ritual Stone","true"
"Blood Magic","bloodmagic:fungal_charge","bloodmagic:fungal_charge","Fungal Charge","true"
"Blood Magic","bloodmagic:incensealtar","bloodmagic:incensealtar","Incense Altar","true"
"Blood Magic","bloodmagic:largebloodstonebrick","bloodmagic:largebloodstonebrick","Large Bloodstone Brick","true"
"Blood Magic","bloodmagic:life_essence_block","","block.bloodmagic.life_essence_block","true"
"Blood Magic","bloodmagic:lightritualstone","bloodmagic:lightritualstone","Dawn Ritual Stone","true"
"Blood Magic","bloodmagic:masterritualstone","bloodmagic:masterritualstone","Master Ritual Stone","true"
"Blood Magic","bloodmagic:mimic","bloodmagic:mimic","block.bloodmagic.mimic","true"
"Blood Magic","bloodmagic:nether_soil","bloodmagic:nether_soil","block.bloodmagic.nether_soil","true"
"Blood Magic","bloodmagic:obsidianbrickpath","bloodmagic:obsidianbrickpath","Obsidian Path","true"
"Blood Magic","bloodmagic:obsidiantilepath","bloodmagic:obsidiantilepath","Tiled Obsidian Path","true"
"Blood Magic","bloodmagic:orbcapacityrune","bloodmagic:orbcapacityrune","Rune of the Orb","true"
"Blood Magic","bloodmagic:rawdemoncrystal","bloodmagic:rawdemoncrystal","Raw Crystal Cluster","true"
"Blood Magic","bloodmagic:ritualstone","bloodmagic:ritualstone","Ritual Stone","true"
"Blood Magic","bloodmagic:sacrificerune","bloodmagic:sacrificerune","Rune of Sacrifice","true"
"Blood Magic","bloodmagic:selfsacrificerune","bloodmagic:selfsacrificerune","Rune of Self Sacrifice","true"
"Blood Magic","bloodmagic:shaped_charge","bloodmagic:shaped_charge","Shaped Charge","true"
"Blood Magic","bloodmagic:soulforge","bloodmagic:soulforge","Hellfire Forge","true"
"Blood Magic","bloodmagic:speedrune","bloodmagic:speedrune","Speed Rune","true"
"Blood Magic","bloodmagic:steadfastdemoncrystal","bloodmagic:steadfastdemoncrystal","Steadfast Crystal Cluster","true"
"Blood Magic","bloodmagic:stonebrickpath","bloodmagic:stonebrickpath","Stone Path","true"
"Blood Magic","bloodmagic:stonetilepath","bloodmagic:stonetilepath","Tiled Stone Path","true"
"Blood Magic","bloodmagic:veinmine_charge","bloodmagic:veinmine_charge","Controlled Charge","true"
"Blood Magic","bloodmagic:vengefuldemoncrystal","bloodmagic:vengefuldemoncrystal","Vengeful Crystal Cluster","true"
"Blood Magic","bloodmagic:waterritualstone","bloodmagic:waterritualstone","Water Ritual Stone","true"
"Blood Magic","bloodmagic:woodbrickpath","bloodmagic:woodbrickpath","Wooden Path","true"
"Blood Magic","bloodmagic:woodtilepath","bloodmagic:woodtilepath","Tiled Wooden Path","true"
"Blood Magic","bloodmagic:wornstonebrickpath","bloodmagic:wornstonebrickpath","Worn Stone Path","true"
"Blood Magic","bloodmagic:wornstonetilepath","bloodmagic:wornstonetilepath","Tiled Worn Stone Path","true"
"BotanyPots","botanypots:black_botany_pot","botanypots:black_botany_pot","Black Botany Pot","true"
"BotanyPots","botanypots:blue_botany_pot","botanypots:blue_botany_pot","Blue Botany Pot","true"
"BotanyPots","botanypots:botany_pot","botanypots:botany_pot","Botany Pot","true"
"BotanyPots","botanypots:brown_botany_pot","botanypots:brown_botany_pot","Brown Botany Pot","true"
"BotanyPots","botanypots:cyan_botany_pot","botanypots:cyan_botany_pot","Cyan Botany Pot","true"
"BotanyPots","botanypots:gray_botany_pot","botanypots:gray_botany_pot","Gray Botany Pot","true"
"BotanyPots","botanypots:green_botany_pot","botanypots:green_botany_pot","Green Botany Pot","true"
"BotanyPots","botanypots:hopper_black_botany_pot","botanypots:hopper_black_botany_pot","Black Hopper Botany Pot","true"
"BotanyPots","botanypots:hopper_blue_botany_pot","botanypots:hopper_blue_botany_pot","Blue Hopper Botany Pot","true"
"BotanyPots","botanypots:hopper_botany_pot","botanypots:hopper_botany_pot","Hopper Botany Pot","true"
"BotanyPots","botanypots:hopper_brown_botany_pot","botanypots:hopper_brown_botany_pot","Brown Hopper Botany Pot","true"
"BotanyPots","botanypots:hopper_cyan_botany_pot","botanypots:hopper_cyan_botany_pot","Cyan Hopper Botany Pot","true"
"BotanyPots","botanypots:hopper_gray_botany_pot","botanypots:hopper_gray_botany_pot","Gray Hopper Botany Pot","true"
"BotanyPots","botanypots:hopper_green_botany_pot","botanypots:hopper_green_botany_pot","Green Hopper Botany Pot","true"
"BotanyPots","botanypots:hopper_light_blue_botany_pot","botanypots:hopper_light_blue_botany_pot","Light Blue Hopper Botany Pot","true"
"BotanyPots","botanypots:hopper_light_gray_botany_pot","botanypots:hopper_light_gray_botany_pot","Light Gray Hopper Botany Pot","true"
"BotanyPots","botanypots:hopper_lime_botany_pot","botanypots:hopper_lime_botany_pot","Lime Hopper Botany Pot","true"
"BotanyPots","botanypots:hopper_magenta_botany_pot","botanypots:hopper_magenta_botany_pot","Magenta Hopper Botany Pot","true"
"BotanyPots","botanypots:hopper_orange_botany_pot","botanypots:hopper_orange_botany_pot","Orange Hopper Botany Pot","true"
"BotanyPots","botanypots:hopper_pink_botany_pot","botanypots:hopper_pink_botany_pot","Pink Hopper Botany Pot","true"
"BotanyPots","botanypots:hopper_purple_botany_pot","botanypots:hopper_purple_botany_pot","Purple Hopper Botany Pot","true"
"BotanyPots","botanypots:hopper_red_botany_pot","botanypots:hopper_red_botany_pot","Red Hopper Botany Pot","true"
"BotanyPots","botanypots:hopper_white_botany_pot","botanypots:hopper_white_botany_pot","White Hopper Botany Pot","true"
"BotanyPots","botanypots:hopper_yellow_botany_pot","botanypots:hopper_yellow_botany_pot","Yellow Hopper Botany Pot","true"
"BotanyPots","botanypots:light_blue_botany_pot","botanypots:light_blue_botany_pot","Light Blue Botany Pot","true"
"BotanyPots","botanypots:light_gray_botany_pot","botanypots:light_gray_botany_pot","Light Gray Botany Pot","true"
"BotanyPots","botanypots:lime_botany_pot","botanypots:lime_botany_pot","Lime Botany Pot","true"
"BotanyPots","botanypots:magenta_botany_pot","botanypots:magenta_botany_pot","Magenta Botany Pot","true"
"BotanyPots","botanypots:orange_botany_pot","botanypots:orange_botany_pot","Orange Botany Pot","true"
"BotanyPots","botanypots:pink_botany_pot","botanypots:pink_botany_pot","Pink Botany Pot","true"
"BotanyPots","botanypots:purple_botany_pot","botanypots:purple_botany_pot","Purple Botany Pot","true"
"BotanyPots","botanypots:red_botany_pot","botanypots:red_botany_pot","Red Botany Pot","true"
"BotanyPots","botanypots:white_botany_pot","botanypots:white_botany_pot","White Botany Pot","true"
"BotanyPots","botanypots:yellow_botany_pot","botanypots:yellow_botany_pot","Yellow Botany Pot","true"
"Building Gadgets","buildinggadgets:construction_block","buildinggadgets:construction_block","Construction Block","true"
"Building Gadgets","buildinggadgets:construction_block_dense","buildinggadgets:construction_block_dense","Dense Construction Block","true"
"Building Gadgets","buildinggadgets:construction_block_powder","buildinggadgets:construction_block_powder","Construction Block Powder","true"
"Building Gadgets","buildinggadgets:effect_block","","(Unused)Effect Block","true"
"Building Gadgets","buildinggadgets:template_manager","buildinggadgets:template_manager","Template Manager","true"
